doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1016/j.apradiso.2017.11.025,"One-pot radiosynthesis of O-[18F]fluoromethyl-D-tyrosine via intra-molecular nucleophilic 18F-fluorination with 1,2,3-triazolium triflate salt precursor.",pubmed,chemical,29197276,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2018-Feb,"A radiolabeled amino acid O-[18F]fluoromethyl-D-tyrosine (D-[18F]FMT) has been reported to show high tumor uptake. However, introduction of [18F]fluoromethyl group was difficult and was an issue to be solved. We solved it by using a precursor containing 1,2,3-triazolium salt. D-[18F]FMT was synthesized from (R)-1-((4-(2-((tert-butoxycarbonyl)amino)-3-((3,4-dimethylbenzyl)oxy)-3-oxopropyl)phenoxy)methyl)-3-methyl-4-phenyl-1H-1,2,3-triazol-3-ium trifluoromethanesulfonate via intra-molecular 18F-fluorination and subsequent removal of the protecting groups. The total synthesis time was 65min (including purification) and the overall radiochemical yield was 9% based on the isolated product (not decay-corrected). The resulting D-[18F]FMT was obtained with high radiochemical purity (> 99%) and specific activity (100-150 GBq/μmol). D-[18F]FMT also achieved excellent results in pharmacological evaluation such as stability test and protein binding assay. We expect that this simple one-pot labeling method would help using D-[18F]FMT more widely.",,research_article,true,文章报告了放射性标记非天然氨基酸O-[18F]氟甲基-D-酪氨酸（D-[18F]FMT）的一锅法放射化学合成路线，使用三唑鎓盐前体进行分子内亲核18F-氟化，含收率和放化纯度数据，属于NNAA化学合成研究。,chemical,chemical,yes,O-[18F]fluoromethyl-D-tyrosine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3762/bjoc.13.228,Homologated amino acids with three vicinal fluorines positioned along the backbone: development of a stereoselective synthesis.,pubmed,chemical,29181111,Beilstein journal of organic chemistry,2017,"Backbone-extended amino acids have a variety of potential applications in peptide and protein science, particularly if the geometry of the amino acid is controllable. Here we describe the synthesis of δ-amino acids that contain three vicinal C-F bonds positioned along the backbone. The ultimately successful synthetic approach emerged through the investigation of several methods based on both electrophilic and nucleophilic fluorination chemistry. We show that different diastereoisomers of this fluorinated δ-amino acid adopt distinct conformations in solution, suggesting that these molecules might have value as shape-controlled building blocks for future applications in peptide science.",,research_article,true,报道了含三个邻位氟原子的δ-氨基酸（骨架扩展型非天然氨基酸）的立体选择性化学合成路线，明确描述了合成策略和构象分析。,chemical,chemical,yes,fluorinated δ-amino acids,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/anie.201711143,"Quaternary β2,2 -Amino Acids: Catalytic Asymmetric Synthesis and Incorporation into Peptides by Fmoc-Based Solid-Phase Peptide Synthesis.",pubmed,chemical,29168280,Angewandte Chemie (International ed. in English),2018-Jan-15,"β-Amino acid incorporation has emerged as a promising approach to enhance the stability of parent peptides and to improve their biological activity. Owing to the lack of reliable access to β2,2 -amino acids in a setting suitable for peptide synthesis, most contemporary research efforts focus on the use of β3 - and certain β2,3 -amino acids. Herein, we report the catalytic asymmetric synthesis of β2,2 -amino acids and their incorporation into peptides by Fmoc-based solid-phase peptide synthesis (Fmoc-SPPS). A quaternary carbon center was constructed by the palladium-catalyzed decarboxylative allylation of 4-substituted isoxazolidin-5-ones. The N-O bond in the products not only acts as a traceless protecting group for β-amino acids but also undergoes amide formation with α-ketoacids derived from Fmoc-protected α-amino acids, thus providing expeditious access to α-β2,2 -dipeptides ready for Fmoc-SPPS.",,research_article,true,"文章报告了β2,2-氨基酸（季碳β-氨基酸）的催化不对称合成路线（钯催化脱羧烯丙基化构建季碳中心），并将其用于Fmoc-SPPS肽合成，明确描述了合成方法学，属于NNAA化学合成研究。",chemical,chemical,yes,"β2,2-amino acids, quaternary β-amino acids",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/anie.201708994,Control of N-Heterocyclic Carbene Catalyzed Reactions of Enals: Asymmetric Synthesis of Oxindole-γ-Amino Acid Derivatives.,pubmed,chemical,29149518,Angewandte Chemie (International ed. in English),2018-Jan-02,"A strategy to control the switch between a non-cycloaddition reaction and a cycloaddition reaction of enals, using N-heterocyclic carbene (NHC) catalyisis, has been developed. The new scalable protocol leads to γ-amino-acid esters bearing a tetrasubstituted stereocenter in good yields and high stereoselectivities by homo-Mannich reactions of enals and isatin-derived ketimines. By simply changing the N-ketimine substituent to an ortho-hydroxy phenyl group, the corresponding spirocyclic oxindolo-γ-lactams are obtained.",,research_article,true,文章报告了NHC催化的不对称homo-Mannich反应，以醛和靛红衍生酮亚胺为底物，合成含四取代手性中心的γ-氨基酸酯（oxindole-γ-amino acid derivatives），明确报告了收率和立体选择性，属于NNAA化学合成研究。,chemical,chemical,yes,"oxindole-gamma-amino acid derivatives, gamma-amino acid esters",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/c7ob02325a,Asymmetric synthesis of dihydrocoumarins via the organocatalytic hetero-Diels-Alder reaction of ortho-quinone methides.,pubmed,chemical,28991314,Organic & biomolecular chemistry,2017-Oct-25,"Enantioselective organocatalytic inverse-electron-demand hetero-Diels-Alder reactions of in situ generated ortho-quinone methides with azlactones have been developed. This strategy could generate various chiral dihydrocoumarins bearing a quaternary amino acid moiety in high yields (up to 94%) and stereoselectivities (up to 99 : 1 e.r., >20 : 1 dr) in the presence of a chiral phosphoric acid catalyst. The useful transformation and mechanistic study of this process are also presented.",,research_article,true,通过aza-Michael/环化串联反应合成了含季碳氨基酸片段的二氢香豆素衍生物，核心为非天然α-氨基酸结构。,chemical,chemical,yes,quaternary amino acid derivatives,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/s00294-017-0754-z,Synthetic genome recoding: new genetic codes for new features.,pubmed,chemical,28983660,Current genetics,2018-Apr,"Full genome recoding, or rewriting codon meaning, through chemical synthesis of entire bacterial chromosomes has become feasible in the past several years. Recoding an organism can impart new properties including non-natural amino acid incorporation, virus resistance, and biocontainment. The estimated cost of construction that includes DNA synthesis, assembly by recombination, and troubleshooting, is now comparable to costs of early stage development of drugs or other high-tech products. Here, we discuss several recently published assembly methods and provide some thoughts on the future, including how synthetic efforts might benefit from the analysis of natural recoding processes and organisms that use alternative genetic codes.",,review,true,综述讨论了全基因组重编码（genome recoding）通过化学合成细菌染色体实现非天然氨基酸整合（GCE）等新特性，涉及NNAA掺入的遗传密码扩展方法学，对数据库有参考价值。,gce,unclear,unclear,non-natural amino acid,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1039/c7ob01948c,"Synthetic versatility of 2-substituted-6-methyl 2,3-dihydropyridinones in the synthesis of polyfunctional piperidine-based compounds and related β amino acid derivatives.",pubmed,chemical,28975943,Organic & biomolecular chemistry,2017-Oct-18,"Chiral 2-substituted-6-methyl 2,3-dihydropyidinones 9, which can be facilely obtained from an asymmetric vinylogous Mannich reaction (VMR) with 1,3-bis-trimethysily enol ether, were used as versatile intermediates in constructing chiral polyfunctional piperidine-based compounds. The 6-methyl group of such compounds can be conveniently functionalized via alkylation and acylation reactions to provide efficient entries to the synthesis of a variety of chiral multi-substituted piperidine-based compounds. Further elaboration of the corresponding intermediates also provided access to polyfunctional indolizidine-based compounds. These methods were showcased in an asymmetric synthesis of 2,6-di-substituted piperidine compound 13, reported as the key intermediate in the synthesis of (+)-calvine and a natural alkaloid (-)-indolizidine 209D. Furthermore, selective C5 iodination of compound 9 enabled the installation of additional functional groups at this position. Finally, we demonstrated that the oxidative cleavage of 2-substituted-6-methyl-2,3-dihydropyidinones is a practical and efficient method for the enantioselective synthesis of β-amino acids, which can undergo further intra-molecular cyclization to give the corresponding chiral four-membered β-lactam derivatives.",,research_article,true,通过二氢吡啶酮中间体实现了β-氨基酸的对映选择性合成，并可进一步转化为β-内酰胺，属于NNAA化学合成。,chemical,chemical,yes,β-amino acids,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/chem.201703516,Direct Access to N-Unprotected α- and/or β-Tetrasubstituted Amino Acid Esters via Direct Catalytic Mannich-Type Reactions Using N-Unprotected Trifluoromethyl Ketimines.,pubmed,chemical,28950035,"Chemistry (Weinheim an der Bergstrasse, Germany)",2017-Dec-01,"Direct catalytic C-C bond-forming addition to N-unprotected ketimines is an efficient and straightforward method of synthesizing N-unprotected tetrasubstituted amines that eliminates prior protection/deprotection steps and allows facile transformation of the products. Despite its advantages, however, N-unprotected ketimines have difficulties in C-C bond-forming reactions, and only a limited number of reactions and substrates are reported compared with their N-protected counterparts. Herein we report that N-unprotected trifluoromethyl ketimines are effective for C-C bond-forming reactions using Mannich-type reactions as a model case. We demonstrate that Lewis acid catalysis was effective for promoting reactions with various N-unprotected trifluoromethyl ketimines, and thiourea organocatalysis was effective for promoting highly enantioselective reactions with various carbonyl nucleophiles, providing direct access to various N-unprotected α- and/or β-tetrasubstituted amino acid esters. Furthermore, direct construction of vicinal tetrasubstituted chiral carbon stereocenters was achieved for the first time in a highly enantio- and diastereoselective manner. These results demonstrate the potential of N-unprotected ketimines as substrates applicable to many other addition reactions.",,research_article,true,文章报告了利用Lewis酸和硫脲有机催化对N-未保护三氟甲基酮亚胺进行Mannich型反应，直接合成含α-和/或β-四取代碳中心的N-未保护氨基酸酯，属于非天然氨基酸化学合成方法学研究，报告了收率和ee值。,chemical,chemical,yes,"N-unprotected α-tetrasubstituted amino acid esters, N-unprotected β-tetrasubstituted amino acid esters",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/adsc.201700428,A Methylidene Group in the Phosphonic Acid Analogue of Phenylalanine Reverses the Enantiopreference of Binding to Phenylalanine Ammonia-Lyases.,pubmed,chemical,28919846,Advanced synthesis & catalysis,2017-Jun-19,"Aromatic amino acid ammonia-lyases and aromatic amino acid 2,3-aminomutases contain the post-translationally formed prosthetic 3,5-dihydro-4-methylidene-5H-imidazol-5-one (MIO) group. MIO enzymes catalyze the stereoselective synthesis of α- or β-amino acid enantiomers, making these chemical processes environmentally friendly and affordable. Characterization of novel inhibitors enables structural understanding of enzyme mechanism and recognizes promising herbicide candidates as well. The present study found that both enantiomers of the aminophosphonic acid analogue of the natural substrate phenylalanine and a novel derivative bearing a methylidene at the β-position inhibited phenylalanine ammonia-lyases (PAL), representing MIO enzymes. X-ray methods unambiguously determined the absolute configuration of all tested enantiomers during their synthesis. Enzyme kinetic measurements revealed the enantiomer of the methylidene-substituted substrate analogue as being a mirror image relation to the natural l-phenylalanine as the strongest inhibitor. Isothermal titration calorimetry (ITC) confirmed the binding constants and provided a detailed analysis of the thermodynamic driving forces of ligand binding. Molecular docking suggested that binding of the (R)- and (S)-enantiomers is possible by a mirror image packing.",,research_article,true,文章研究苯丙氨酸的氨基膦酸类似物（aminophosphonic acid analogue of phenylalanine）及其β-亚甲基衍生物的合成与对PAL酶的抑制，摘要明确提及合成过程（X射线确定绝对构型），核心化合物为苯丙氨酸的非天然类似物，属于NNAA化学合成范畴。,chemical,chemical,yes,"aminophosphonic acid analogue of phenylalanine, methylidene-substituted phenylalanine analogue",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/chem.201704074,Total Synthesis and Biological Assessment of Novel Albicidins Discovered by Mass Spectrometric Networking.,pubmed,chemical,28876492,"Chemistry (Weinheim an der Bergstrasse, Germany)",2017-Nov-02,"Natural products represent an important source of potential novel antimicrobial drug leads. Low production by microorganisms in cell culture often delays the structural elucidation or even prevents a timely discovery. Starting from the anti-Gram-negative antibacterial compound albicidin produced by Xanthomonas albilineans, we describe a bioactivity-guided approach combined with non-targeted tandem mass spectrometry and spectral (molecular) networking for the discovery of novel antimicrobial compounds. We report eight new natural albicidin derivatives, four of which bear a β-methoxy cyanoalanine or β-methoxy asparagine as the central α-amino acid. We present the total synthesis of these albicidins, which facilitated the unambiguous determination of the (2 S,3 R)-stereoconfiguration which is complemented by the assessment of the stereochemistry on antibacterial activity.",,research_article,true,"文章报告了含β-甲氧基氰丙氨酸（β-methoxy cyanoalanine）或β-甲氧基天冬酰胺作为核心α-氨基酸的新型albicidin天然产物的全合成，明确确定了(2S,3R)立体构型，属于含NNAA的天然产物全合成研究。",chemical,chemical,yes,"β-methoxy cyanoalanine, β-methoxy asparagine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1248/yakushi.17-00110,[Development of Biologically Active Compounds on the Basis of Phosphonic and Phosphinic Acid Functionalities].,pubmed,chemical,28867694,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan,2017,"Phosphonic and phosphinic acids, especially α-heteroatom-substituted ones, possess unique structural and physical features which enable them to act as hydrotically stable analogs to biological phosphates in biological processes. They also act as mimetics in the transition state of the protease-induced hydrolysis of dipeptides. The first half of this review focuses on selected new synthetic methods developed by our research group for the stereoselective synthesis of α-heteroatom-substituted phosphonic and phosphinic acid derivatives, including modified nucleotide analogs and phosphinyl dipeptide isosteres. In the latter half, this review summarizes the utility of difluoromethylenephosphonic acids and phosphonic acid esters in the development of enzyme inhibitors against protein tyrosine phosphatases, sphingomyelinases, purine nucleoside phosphorylases and thrombin. The enzyme inhibitors developed were used as probes to elucidate signal transductions and the mechanisms of enzyme actions. The findings of the studies are briefly described.",,review,true,综述α-杂原子取代膦酸/膦酸酯的立体选择性合成，包括膦酰二肽异构体，属于非天然氨基酸类似物（磷酸化/膦酸化氨基酸）的化学合成方法。,chemical,chemical,yes,"phosphinyl dipeptide isosteres, alpha-heteroatom-substituted phosphonic acids",2026-07-23 18:45:34,Journal Article; Review,true,unclear,综述
10.1021/acs.orglett.7b02228,Asymmetric Synthesis of Akt Kinase Inhibitor Ipatasertib.,pubmed,chemical,28858516,Organic letters,2017-Sep-15,"A highly efficient asymmetric synthesis of the Akt kinase inhibitor ipatasertib (1) is reported. The bicyclic pyrimidine 2 starting material was prepared via a nitrilase biocatalytic resolution, halogen-metal exchange/anionic cyclization, and a highly diastereoselective biocatalytic ketone reduction as key steps. The route also features a halide activated, Ru-catalyzed asymmetric hydrogenation of a vinylogous carbamic acid to produce α-aryl-β-amino acid 3 in high yield and enantioselectivity. The API was assembled in a convergent manner through a late-stage amidation/deprotection/monohydrochloride salt formation sequence.",,research_article,true,文章报告了Akt激酶抑制剂ipatasertib的不对称合成，其中明确包含α-芳基-β-氨基酸（NNAA）的制备步骤，采用Ru催化不对称氢化乙烯基氨基甲酸酯获得高收率和高对映选择性，提供了具体合成路线和参数。,chemical,chemical,yes,α-aryl-β-amino acid,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1021/acs.accounts.7b00277,Chemical Protein Synthesis with the α-Ketoacid-Hydroxylamine Ligation.,pubmed,chemical,28849903,Accounts of chemical research,2017-Sep-19,"The coupling of an α-ketoacid and a hydroxylamine (KAHA ligation) affords amide bonds under aqueous, acidic conditions without the need for protecting groups or coupling agents. Translating this finding into a general approach to chemical protein synthesis required the identification of methods to incorporate the key functional groups into unprotected peptide segments-ideally using well-established Fmoc solid-phase peptide synthesis protocols. A decade of effort has now led to robust, convenient methods for preparing peptides bearing free or masked C-terminal α-ketoacids and N-terminal hydroxylamines. The facile synthesis of the segments and the aqueous, acidic conditions of the KAHA ligation make it ideal for the construction of small proteins (up to 200 residues), including SUMO and related modifier proteins, betatrophin and other protein hormones, nitrophorin 4, S100A4, and the cyclic protein AS-48. Key to the successful development of this protein synthesis platform was the identification and gram-scale synthesis of (S)-5-oxaproline. This hydroxylamine monomer is completely stable toward standard methods and practices of solid-phase peptide synthesis while still performing very well in the KAHA ligation. This reaction partner-in contrast to all others examined-affords esters rather than amides as the primary ligation product. The resulting depsipeptides often offer superior solubility and handling and have been key in the chemical synthesis of hydrophobic and ampiphilic proteins. Upon facile O-to-N acyl shift, peptides bearing a noncanonical homoserine residue at the ligation site are formed. With proper choice of the ligation site, the incorporation of this unnatural amino acid does not appear to affect the structure or biological activity of the protein targets. The development of the chemical methods for preparing and masking peptide α-ketoacids and hydroxyalmines, the preparation of several protein targets by convergent ligation strategies, and the synthesis of new hydroxylamine monomers affording either natural or unnatural residues at the ligation site are discussed. By operation under acidic conditions and with a distinct preference for the ligation site, these efforts establish KAHA ligation as a complementary method to the venerable native chemical ligation (NCL) for chemical protein synthesis. This Account documents both the state of the KAHA ligation and the challenges in identifying, inventing, and optimizing new reactions and building blocks needed to interface KAHA ligation with Fmoc solid-phase peptide chemistry. With these challenges largely addressed, peptide segments ready for ligation are formed directly upon resin cleavage, facilitating rapid assembly of four to five segments into proteins. This work sets the stage for applications of the KAHA ligation to chemical biology and protein therapeutics.",hSer,research_article,true,文章报告了KAHA连接反应用于化学蛋白质合成，核心构建块(S)-5-oxaproline（一种含羟胺的非天然氨基酸单体）的克级合成方法被明确描述，连接位点引入非天然高丝氨酸残基（homoserine），属于NNAA化学合成与应用的核心研究。,chemical,chemical,yes,"(S)-5-oxaproline, homoserine",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/acs.orglett.7b02378,Asymmetric Synthesis of Glutamic Acid Derivatives by Silver-Catalyzed Conjugate Addition-Elimination Reactions.,pubmed,chemical,28846419,Organic letters,2017-Sep-15,"The enantioselective construction of a family of chiral glycine-derived aldimino esters is described. The asymmetric tandem conjugate addition-elimination procedure is characterized by its exceptional mild reaction conditions and features with an exquisite enantioselectivity profile using commercially available silver/DTBM-SegPhos catalyst, allowing for the facile preparation of a variety of substituted and chiral glutamic acid derivatives (up to 99% ee) bearing Schiff base in a straightforward manner.",,research_article,true,文章报告了银催化不对称共轭加成-消除反应制备手性谷氨酸衍生物（取代谷氨酸，NNAA），提供了具体合成路线、催化剂体系和对映选择性数据（最高99% ee）。,chemical,chemical,yes,glutamic acid derivatives,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/chem.201703479,Organocatalytic Highly Regio- and Enantioselective Umpolung Michael Addition Reaction of α-Imino Esters.,pubmed,chemical,28796398,"Chemistry (Weinheim an der Bergstrasse, Germany)",2017-Sep-18,"The catalytic asymmetric umpolung reaction of ketimines is of great importance, because it can easily provide chiral amines bearing a tetrasubstituted carbon atom on its asymmetric center. Because amino acids with a tetrasubstituted carbon center are useful due to their wide applicability as pharmaceuticals and chiral building blocks, their enantioselective synthesis has great significance in organic synthesis. Herein, we demonstrate a metal-free novel phase-transfer-catalyzed highly regio- and enantioselective umpolung Michael reaction of α-imino esters, which provides amino acid derivatives in high yields with up to 98 % ee. The products are successfully converted into chiral amino acid derivative and δ-lactone with high enantiopurity.",,research_article,true,文章报告了相转移催化不对称umpolung Michael反应，以α-亚氨基酯为底物合成含四取代碳中心的手性氨基酸衍生物，ee值高达98%，属于NNAA化学合成路线研究。,chemical,chemical,yes,α-amino acid derivatives with tetrasubstituted carbon center,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1021/jacs.7b05619,"Tandem Palladium and Isothiourea Relay Catalysis: Enantioselective Synthesis of α-Amino Acid Derivatives via Allylic Amination and [2,3]-Sigmatropic Rearrangement.",pubmed,chemical,28763205,Journal of the American Chemical Society,2017-Aug-30,"A tandem relay catalytic protocol using both Pd and isothiourea catalysis has been developed for the enantioselective synthesis of α-amino acid derivatives containing two stereogenic centers from readily accessible N,N-disubstituted glycine aryl esters and allylic phosphates. The optimized process uses a bench-stable succinimide-based Pd precatalyst (FurCat) to promote Pd-catalyzed allylic ammonium salt generation from the allylic phosphate and the glycine aryl ester. Subsequent in situ enantioselective [2,3]-sigmatropic rearrangement catalyzed by the isothiourea benzotetramisole forms syn-α-amino acid derivatives with high diastereo- and enantioselectivity. This methodology is most effective using 4-nitrophenylglycine esters and tolerates a variety of substituted cinnamic and styrenyl allylic ethyl phosphates. The use of challenging unsymmetrical N-allyl-N-methylglycine esters is also tolerated under the catalytic relay conditions without compromising stereoselectivity.",,research_article,true,"文章报道了Pd/异硫脲串联催化的不对称合成方法，通过烯丙基胺化和[2,3]-σ重排制备含两个立体中心的α-氨基酸衍生物，明确报告了合成路线、非对映选择性和对映选择性数据，属于NNAA化学合成研究。",chemical,chemical,yes,"α-amino acid derivatives, syn-α-amino acid derivatives",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/c7ob01427a,"Total synthesis of (-)-kainic acid and (+)-allo-kainic acid through SmI2-mediated intramolecular coupling between allyl chloride and an α,β-unsaturated ester.",pubmed,chemical,28748237,Organic & biomolecular chemistry,2017-Aug-09,"A 3,4-disubstituted pyrrolidine ring was effectively cyclized through SmI2-mediated reductive coupling between allyl chloride and an α,β-unsaturated ester, although little has been reported about SmI2-promoted C-C bond formation of an allyl chloride with an α,β-unsaturated ester. Selection of either the 3,4-cis- or 3,4-trans-selective cyclization can be accomplished simply by changing the additives from NiI2 to HMPA during reductive cyclization conducted in H2O-THF. Total synthesis of (-)-kainic acid and (+)-allo-kainic acid, which are pyrrolidine alkaloids used in neuroscience and neuropharmacology as useful molecular probes, was successfully achieved by using the stereo-complementary ring closure reactions promoted by SmI2 for the construction of the 2,3,4-trisubsituted pyrrolidine scaffold of kainoids.",,research_article,true,完成了kainic acid及其差向异构体的全合成，kainic acid为非蛋白源性吡咯烷类氨基酸，属NNAA。,chemical,chemical,yes,"kainic acid, allo-kainic acid",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1038/nprot.2017.048,Preparation of a Trp-BODIPY fluorogenic amino acid to label peptides for enhanced live-cell fluorescence imaging.,pubmed,chemical,28703788,Nature protocols,2017-Aug,"Fluorescent peptides are valuable tools for live-cell imaging because of the high specificity of peptide sequences for their biomolecular targets. When preparing fluorescent versions of peptides, labels must be introduced at appropriate positions in the sequences to provide suitable reporters while avoiding any impairment of the molecular recognition properties of the peptides. This protocol describes the preparation of the tryptophan (Trp)-based fluorogenic amino acid Fmoc-Trp(C2-BODIPY)-OH and its incorporation into peptides for live-cell fluorescence imaging-an approach that is applicable to most peptide sequences. Fmoc-Trp(C2-BODIPY)-OH contains a BODIPY (4,4-difluoro-4-bora-3a,4a-diaza-s-indacene) fluorogenic core, which works as an environmentally sensitive fluorophore, showing high fluorescence in lipophilic conditions. It is attached to Trp via a spacer-free C-C linkage, resulting in a labeled amino acid that can mimic the molecular interactions of Trp, enabling wash-free imaging. This protocol covers the chemical synthesis of the fluorogenic amino acid Fmoc-Trp(C2-BODIPY)-OH (3-4 d), the preparation of the labeled antimicrobial peptide BODIPY-cPAF26 by solid-phase synthesis (6-7 d) and its spectral and biological characterization as a live-cell imaging probe for different fungal pathogens. As an example, we include a procedure for using BODIPY-cPAF26 for wash-free imaging of fungal pathogens, including real-time visualization of Aspergillus fumigatus (5 d for culturing, 1-2 d for imaging).",,research_article,true,合成了基于色氨酸的荧光非天然氨基酸Fmoc-Trp(C2-BODIPY)-OH，并详细描述其化学合成路线，属于NNAA化学合成。,chemical,chemical,yes,Fmoc-Trp(C2-BODIPY)-OH,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1021/acs.orglett.7b01629,Total Synthesis and Antibacterial Investigation of Plusbacin A3.,pubmed,chemical,28696114,Organic letters,2017-Jul-21,"The total synthesis of plusbacin A3 (1) has been accomplished using a solvent-dependent diastereodivergent Joullié-Ugi three-component reaction (JU-3CR) as a key step. Two trans-3-hydroxy-l-proline residues were constructed by combining the JU-3CR with a convertible isocyanide strategy. Subsequent peptide coupling and macrolactamization afforded plusbacin A3. Investigating the antibacterial activity of 1 compared with that of its dideoxy analogue revealed that the threo-β-hydroxyaspartic acid residues are essential for antibacterial activity. Notably, there is a low potential for the development of resistance in S. aureus against plusbacin A3.",,research_article,true,文章报告了plusbacin A3的全合成，其中明确包含trans-3-羟基-L-脯氨酸（NNAA）和threo-β-羟基天冬氨酸（NNAA）的构建方法，以Joullié-Ugi三组分反应为关键步骤，提供了具体合成路线。,chemical,chemical,yes,"trans-3-hydroxy-L-proline, threo-β-hydroxyaspartic acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1039/c7ob01149k,Enantioselective synthesis of cyclic quaternary α-amino acid derivatives by chiral phosphoric acid catalysis.,pubmed,chemical,28681891,Organic & biomolecular chemistry,2017-Jul-19,A highly enantioselective aza-Friedel-Crafts reaction of N-sulfonyl cyclic ketimines with indoles catalyzed by chiral phosphoric acids has been developed. This methodology provides an efficient and facile route to indole-containing chiral cyclic α-amino acid derivatives bearing a quaternary stereocenter in high yields and up to 98% enantioselectivity.,,research_article,true,报道了手性磷酸催化合成含季碳中心的环状α-氨基酸衍生物，属于NNAA化学合成。,chemical,chemical,yes,cyclic quaternary α-amino acid derivatives,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1248/cpb.c17-00158,A Convenient Method for Preparation of α-Imino Carboxylic Acid Derivatives and Application to the Asymmetric Synthesis of Unnatural α-Amino Acid Derivative.,pubmed,chemical,28566650,Chemical & pharmaceutical bulletin,2017,"We describe herein a manganese(IV) oxide-mediated oxidation of N-p-methoxyphenyl (PMP)-protected glycine derivatives for the synthesis of α-imino carboxylic acid derivatives. Using this methodology, utilization of unstable glyoxic acid derivatives was avoided. Furthermore, using this methodology we synthesized novel α-imino carboxylic acid derivatives such as α-imino phenyl ester, perfluoroalkyl etsers, imides, and thioester. The asymmetric Mannich reaction of those novel imine derivatives with 1,3-dicarbonyl compound is also described, and the novel α-imino imide gave improved chemical yield and stereoselectivity compared with those obtained by the use of the conventional α-imino ester-type substrate.",,research_article,true,通过α-亚氨基羧酸衍生物的不对称Mannich反应合成非天然α-氨基酸衍生物，明确属于NNAA化学合成。,chemical,chemical,yes,unnatural α-amino acid derivatives,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1039/c7cc02426f,"Palladium-catalyzed sequential monoarylation/amidation of C(sp3)-H bonds: stereoselective synthesis of α-amino-β-lactams and anti-α,β-diamino acid.",pubmed,chemical,28555232,"Chemical communications (Cambridge, England)",2017-Jun-08,"Pd-Catalyzed sequential monoarylation/amidation of C(sp3)-H bonds of alanine enabled by a removable 5-methoxyquinolin-8-amine (MQ) auxiliary is described. This process is highly efficient and compatible with a variety of functional groups, providing a general and practical access to various α-amino-β-lactams. The synthetic potential of this protocol is further demonstrated by the stereoselective synthesis of orthogonally protected anti-α,β-diamino acids.",,research_article,true,"通过Pd催化C(sp3)-H键官能化，立体选择性合成α-氨基-β-内酰胺和反式α,β-二氨基氨基酸，后者属于非天然氨基酸，且报道了具体合成方法。",chemical,chemical,yes,"anti-α,β-diamino acid, α-amino-β-lactams",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
